#Read position (bp)	Clipping profile
0.0	8.317315373628755
1.0	1.7622463599421754
2.0	1.701379279118919
3.0	1.6259461335741934
4.0	1.537595314171717
5.0	1.4336651447548594
6.0	1.3811184905425333
7.0	1.3224053795989832
8.0	1.2647476264424282
9.0	1.2049448851745672
10.0	1.1424287044006136
11.0	1.1000657210175564
12.0	1.0555887129879407
13.0	1.0126402601226019
14.0	0.9699922237740091
15.0	0.927264296959122
16.0	0.893458338875636
17.0	0.8594354001765929
18.0	0.8267445995486596
19.0	0.7972411448910798
20.0	0.7682718690909713
21.0	0.7438906224069576
22.0	0.7198180649211107
23.0	0.696906046457469
24.0	0.6752933117015792
25.0	0.6543407369230865
26.0	0.6359812932265922
27.0	0.6181108831832431
28.0	0.6011535408064477
29.0	0.5853125376968366
30.0	0.8248187193138473
31.0	0.7984740107851372
32.0	0.7699509870571111
33.0	0.7489627215673447
34.0	0.719540339187691
35.0	0.7988060998536094
36.0	0.7707853460690018
37.0	0.7515525435767748
38.0	0.7309868939264592
39.0	0.7138718978780119
40.0	0.7412686551211486
41.0	0.7188823064712307
42.0	0.702149981029087
43.0	0.6943299334629651
44.0	0.6806029549999126
45.0	0.6918339472970819
46.0	0.6801363757677674
47.0	0.676886157418614
48.0	0.6685208219656842
49.0	0.6634302865438446
50.0	0.6683088049589799
51.0	0.656472725106445
52.0	0.6488441310246382
53.0	0.6463698901927759
54.0	0.6384926429436859
55.0	0.6401904335336044
56.0	0.6333938348404252
57.0	0.6302114524789241
58.0	0.6217331358340158
59.0	0.6204544156486533
60.0	0.6181735191997164
61.0	0.6137308529143054
62.0	0.6046784121787787
63.0	0.5993193691542456
64.0	0.5939485080133967
65.0	0.5930252767668115
66.0	0.5904368729313392
67.0	0.5896448227758586
68.0	0.5902057105762034
69.0	0.5903605278999395
70.0	0.5917392293493332
71.0	0.592114572723521
72.0	0.5927222602644759
73.0	0.5941600522954483
74.0	0.5947601762419614
75.0	0.5960481145580502
76.0	0.5969992365591404
77.0	0.5984557012138916
78.0	0.5998022573869065
79.0	0.60039529046363
80.0	0.6019812816732018
81.0	0.6023646613664841
82.0	0.6033569104123533
83.0	0.6043557776033592
84.0	0.6052400090661025
85.0	0.6062015310095507
86.0	0.6071261804300938
87.0	0.6079884301964898
88.0	0.6088182983241807
89.0	0.6098738924735021
90.0	0.6109821954215918
91.0	0.6128019489718887
92.0	0.6140277239961567
93.0	0.6157411144996119
94.0	0.6176355585450243
95.0	0.6200176180696237
96.0	0.6223762777239181
97.0	0.6248377549901594
98.0	0.6280359736275236
99.0	0.6311493381897408
100.0	0.6350091349784598
101.0	0.6383527164465076
102.0	0.641983005416375
103.0	0.646135655127398
104.0	0.650841156319671
105.0	0.6565048703828238
106.0	0.6626008911408063
107.0	0.6693381628900805
108.0	0.6760205985796497
109.0	0.6840999356177386
110.0	0.6929727409852662
111.0	0.7015198390671319
112.0	0.7097920477634938
113.0	0.7177770762333833
114.0	0.7272455146632238
115.0	0.7369904970148525
116.0	0.7452442694497619
117.0	0.7518165602952683
118.0	0.7575136014464315
119.0	0.7656012111659416
120.0	0.7697975879073328
121.0	0.7575230559394842
122.0	0.720486024855276
123.0	0.6286242794577209
124.0	0.2750115848266997
