#Insert size (bp)	insert size
356.0	30607.0
357.0	30573.0
358.0	30324.0
359.0	30268.0
360.0	30072.0
361.0	30361.0
362.0	29969.0
363.0	30310.0
364.0	30221.0
365.0	29994.0
366.0	29992.0
367.0	29942.0
368.0	29937.0
369.0	29973.0
370.0	29960.0
371.0	29941.0
372.0	29978.0
373.0	29737.0
374.0	30024.0
375.0	29811.0
376.0	29900.0
377.0	29846.0
378.0	29907.0
379.0	29824.0
380.0	30111.0
381.0	29556.0
382.0	29922.0
383.0	29678.0
384.0	30584.0
385.0	30211.0
386.0	30539.0
387.0	30704.0
388.0	30675.0
389.0	30413.0
390.0	30993.0
391.0	31144.0
392.0	30917.0
393.0	31340.0
394.0	31399.0
395.0	31131.0
396.0	31314.0
397.0	32202.0
398.0	32195.0
399.0	32421.0
400.0	32475.0
401.0	32404.0
402.0	33081.0
403.0	32862.0
404.0	33630.0
405.0	33797.0
406.0	33859.0
407.0	34264.0
408.0	34525.0
409.0	34443.0
410.0	34445.0
411.0	35146.0
412.0	35526.0
413.0	35536.0
414.0	36056.0
415.0	36293.0
416.0	36697.0
417.0	37092.0
418.0	37741.0
419.0	37976.0
420.0	38050.0
421.0	38562.0
422.0	38508.0
423.0	39291.0
424.0	39549.0
425.0	40268.0
426.0	40398.0
427.0	40408.0
428.0	41139.0
429.0	41553.0
430.0	41667.0
431.0	42064.0
432.0	42318.0
433.0	42904.0
434.0	43484.0
435.0	43815.0
436.0	43895.0
437.0	44718.0
438.0	44922.0
439.0	45594.0
440.0	46309.0
441.0	46334.0
442.0	46793.0
443.0	47026.0
444.0	47259.0
445.0	48256.0
446.0	48555.0
447.0	48963.0
448.0	49578.0
449.0	49972.0
450.0	50241.0
451.0	50716.0
452.0	51147.0
453.0	51980.0
454.0	52638.0
455.0	52298.0
456.0	53312.0
457.0	53188.0
458.0	54151.0
459.0	54232.0
460.0	54748.0
461.0	55105.0
462.0	55522.0
463.0	55682.0
464.0	56484.0
465.0	57030.0
466.0	56997.0
467.0	57853.0
468.0	58029.0
469.0	57939.0
470.0	58653.0
471.0	58947.0
472.0	59463.0
473.0	59770.0
474.0	60381.0
475.0	60623.0
476.0	61654.0
477.0	62168.0
478.0	62098.0
479.0	62557.0
480.0	62732.0
481.0	63641.0
482.0	63482.0
483.0	64303.0
484.0	64512.0
485.0	64853.0
486.0	65482.0
487.0	66422.0
488.0	66861.0
489.0	67095.0
490.0	67608.0
491.0	67793.0
492.0	68154.0
493.0	68355.0
494.0	69373.0
495.0	69235.0
496.0	69885.0
497.0	70561.0
498.0	71446.0
499.0	71317.0
500.0	71833.0
501.0	72035.0
502.0	72978.0
503.0	72635.0
504.0	73246.0
505.0	73756.0
506.0	73321.0
507.0	73501.0
508.0	74347.0
509.0	74827.0
510.0	74861.0
511.0	74878.0
512.0	74661.0
513.0	75408.0
514.0	75306.0
515.0	75562.0
516.0	76032.0
517.0	75485.0
518.0	75847.0
519.0	75770.0
520.0	76061.0
521.0	75622.0
522.0	76456.0
523.0	75523.0
524.0	76324.0
525.0	75984.0
526.0	76387.0
527.0	75748.0
528.0	76232.0
529.0	75467.0
530.0	75959.0
531.0	74766.0
532.0	75223.0
533.0	74973.0
534.0	74693.0
535.0	74584.0
536.0	73735.0
537.0	72999.0
538.0	72326.0
539.0	71726.0
540.0	70936.0
541.0	70156.0
542.0	69557.0
543.0	68795.0
544.0	68528.0
545.0	67504.0
546.0	67609.0
547.0	66615.0
548.0	65916.0
549.0	65369.0
550.0	64889.0
551.0	64244.0
552.0	63674.0
553.0	62716.0
554.0	61424.0
555.0	61067.0
556.0	60098.0
557.0	59418.0
558.0	58320.0
559.0	57569.0
560.0	56333.0
561.0	55363.0
562.0	54724.0
563.0	53720.0
564.0	52788.0
565.0	51774.0
566.0	50804.0
567.0	49384.0
568.0	48347.0
569.0	47239.0
570.0	46320.0
571.0	45763.0
572.0	44304.0
573.0	43081.0
574.0	42235.0
575.0	41298.0
576.0	40125.0
577.0	39236.0
578.0	38039.0
579.0	36693.0
580.0	35859.0
581.0	34788.0
582.0	33763.0
583.0	32807.0
584.0	31822.0
585.0	31044.0
586.0	29684.0
587.0	28988.0
588.0	28033.0
589.0	27067.0
590.0	26227.0
591.0	25313.0
592.0	24346.0
593.0	23513.0
594.0	22632.0
595.0	21838.0
596.0	21004.0
597.0	20258.0
598.0	19227.0
599.0	18621.0
600.0	18070.0
601.0	17181.0
602.0	16500.0
603.0	15826.0
604.0	15265.0
605.0	14702.0
606.0	13997.0
607.0	13240.0
608.0	12899.0
609.0	12323.0
610.0	11673.0
611.0	10996.0
612.0	10526.0
613.0	10093.0
614.0	9765.0
615.0	9200.0
616.0	8700.0
617.0	8340.0
618.0	8163.0
619.0	7682.0
620.0	7193.0
621.0	6861.0
622.0	6433.0
623.0	6131.0
624.0	5778.0
625.0	5517.0
626.0	5276.0
627.0	5015.0
628.0	4907.0
629.0	4616.0
630.0	4443.0
631.0	4266.0
632.0	4118.0
633.0	3900.0
634.0	3869.0
635.0	3556.0
636.0	3486.0
637.0	3250.0
638.0	3246.0
639.0	3090.0
640.0	2971.0
641.0	2906.0
642.0	2821.0
643.0	2756.0
644.0	2687.0
645.0	2710.0
646.0	2504.0
647.0	2572.0
648.0	2427.0
649.0	2373.0
650.0	2260.0
651.0	2094.0
652.0	1983.0
653.0	2064.0
654.0	1919.0
655.0	1931.0
656.0	1854.0
657.0	1847.0
658.0	1787.0
659.0	1809.0
660.0	1807.0
661.0	1832.0
662.0	1782.0
663.0	1694.0
664.0	1700.0
665.0	1758.0
666.0	1757.0
667.0	1645.0
668.0	1653.0
669.0	1770.0
670.0	1662.0
671.0	1688.0
672.0	1691.0
673.0	1705.0
674.0	1630.0
675.0	1682.0
676.0	1639.0
677.0	1676.0
678.0	1573.0
679.0	1593.0
680.0	1556.0
681.0	1574.0
682.0	1508.0
683.0	1612.0
684.0	1584.0
685.0	1564.0
686.0	1556.0
687.0	1529.0
688.0	1525.0
689.0	1561.0
690.0	1517.0
691.0	1533.0
692.0	1461.0
693.0	1484.0
694.0	1479.0
695.0	1446.0
696.0	1515.0
697.0	1476.0
698.0	1376.0
699.0	1464.0
700.0	1489.0
701.0	1485.0
702.0	1461.0
703.0	1353.0
704.0	1465.0
705.0	1373.0
706.0	1402.0
707.0	1437.0
708.0	1389.0
709.0	1449.0
710.0	1363.0
711.0	1325.0
712.0	1386.0
713.0	1394.0
714.0	1350.0
715.0	1399.0
716.0	1386.0
717.0	1313.0
718.0	1291.0
719.0	1319.0
720.0	1357.0
721.0	1327.0
722.0	1337.0
723.0	1378.0
724.0	1301.0
725.0	1287.0
726.0	1258.0
727.0	1299.0
728.0	1342.0
729.0	1235.0
730.0	1243.0
731.0	1252.0
732.0	1255.0
733.0	1312.0
734.0	1194.0
735.0	1228.0
736.0	1168.0
737.0	1131.0
738.0	1174.0
739.0	1102.0
740.0	1135.0
741.0	1055.0
742.0	1092.0
743.0	1124.0
744.0	1079.0
745.0	1092.0
746.0	1152.0
747.0	1089.0
748.0	1131.0
749.0	1086.0
750.0	1041.0
751.0	1072.0
752.0	1075.0
753.0	984.0
754.0	1023.0
755.0	1101.0
756.0	1016.0
757.0	976.0
758.0	986.0
759.0	1028.0
760.0	1075.0
761.0	1040.0
762.0	1082.0
763.0	1033.0
764.0	1013.0
765.0	1048.0
766.0	1026.0
767.0	1041.0
768.0	971.0
769.0	1006.0
770.0	1022.0
771.0	1042.0
772.0	1004.0
773.0	970.0
774.0	965.0
775.0	921.0
776.0	964.0
777.0	983.0
778.0	977.0
779.0	947.0
780.0	939.0
781.0	936.0
782.0	927.0
783.0	946.0
784.0	929.0
785.0	891.0
786.0	968.0
787.0	942.0
788.0	930.0
789.0	911.0
790.0	909.0
791.0	948.0
792.0	934.0
793.0	929.0
794.0	900.0
795.0	910.0
796.0	900.0
797.0	927.0
798.0	895.0
799.0	971.0
800.0	897.0
801.0	864.0
802.0	947.0
803.0	916.0
804.0	907.0
805.0	873.0
806.0	886.0
807.0	913.0
808.0	837.0
809.0	853.0
810.0	850.0
811.0	857.0
812.0	816.0
813.0	818.0
814.0	809.0
815.0	790.0
816.0	770.0
817.0	805.0
818.0	771.0
819.0	820.0
820.0	778.0
821.0	797.0
822.0	846.0
823.0	855.0
824.0	781.0
825.0	763.0
826.0	778.0
827.0	792.0
828.0	767.0
829.0	741.0
830.0	763.0
831.0	740.0
832.0	807.0
833.0	710.0
834.0	799.0
835.0	768.0
836.0	738.0
837.0	744.0
838.0	797.0
839.0	755.0
840.0	732.0
841.0	738.0
842.0	677.0
843.0	761.0
844.0	761.0
845.0	782.0
846.0	806.0
847.0	771.0
848.0	767.0
849.0	788.0
850.0	705.0
851.0	737.0
852.0	772.0
853.0	716.0
854.0	754.0
855.0	733.0
856.0	700.0
857.0	719.0
858.0	755.0
859.0	734.0
860.0	684.0
861.0	765.0
862.0	736.0
863.0	759.0
864.0	728.0
865.0	678.0
866.0	761.0
867.0	752.0
868.0	690.0
869.0	703.0
870.0	770.0
871.0	715.0
872.0	721.0
873.0	700.0
874.0	630.0
875.0	668.0
876.0	643.0
877.0	650.0
878.0	661.0
879.0	572.0
880.0	636.0
881.0	653.0
882.0	605.0
883.0	632.0
884.0	602.0
885.0	679.0
886.0	623.0
887.0	585.0
888.0	599.0
889.0	618.0
890.0	583.0
891.0	597.0
892.0	591.0
893.0	627.0
894.0	609.0
895.0	573.0
896.0	612.0
897.0	584.0
898.0	617.0
899.0	552.0
900.0	602.0
901.0	609.0
902.0	684.0
903.0	581.0
904.0	591.0
905.0	562.0
906.0	597.0
907.0	598.0
908.0	620.0
909.0	606.0
910.0	588.0
911.0	620.0
912.0	592.0
913.0	604.0
914.0	594.0
915.0	590.0
916.0	527.0
917.0	554.0
918.0	572.0
919.0	538.0
920.0	541.0
921.0	633.0
922.0	575.0
923.0	572.0
924.0	523.0
925.0	563.0
926.0	572.0
927.0	560.0
928.0	596.0
929.0	541.0
930.0	478.0
931.0	517.0
932.0	516.0
933.0	495.0
934.0	524.0
935.0	504.0
936.0	472.0
937.0	508.0
938.0	462.0
939.0	440.0
940.0	474.0
941.0	479.0
942.0	446.0
943.0	438.0
944.0	465.0
945.0	482.0
946.0	510.0
947.0	470.0
948.0	472.0
949.0	468.0
950.0	444.0
951.0	421.0
952.0	435.0
953.0	446.0
954.0	445.0
955.0	439.0
956.0	451.0
957.0	506.0
958.0	448.0
959.0	481.0
960.0	488.0
961.0	415.0
962.0	428.0
963.0	496.0
964.0	449.0
965.0	475.0
966.0	484.0
967.0	453.0
968.0	461.0
969.0	428.0
970.0	439.0
971.0	409.0
972.0	454.0
973.0	443.0
974.0	440.0
975.0	457.0
976.0	467.0
977.0	463.0
978.0	447.0
979.0	457.0
980.0	396.0
981.0	438.0
982.0	470.0
983.0	440.0
984.0	396.0
985.0	419.0
986.0	404.0
987.0	382.0
988.0	366.0
989.0	371.0
990.0	383.0
991.0	385.0
992.0	362.0
993.0	377.0
994.0	341.0
995.0	395.0
996.0	386.0
997.0	389.0
998.0	374.0
999.0	357.0
1000.0	363.0
1001.0	359.0
1002.0	373.0
1003.0	372.0
1004.0	362.0
1005.0	358.0
1006.0	362.0
1007.0	363.0
1008.0	390.0
