#Position (bp)	insert size
384368.0	1129.338348710052
1153103.0	1094.0926982877386
1921838.0	431.2057266913102
2690573.0	482.618986328632
3459308.0	551.2500121660421
4228043.0	559.5567756572177
4996778.0	607.3729014952766
5765513.0	385.41866618827646
6534248.0	416.6194889603229
7302983.0	415.5311737934092
8071718.0	439.88307867382764
8840453.0	390.8057225003031
9609188.0	388.9101352228941
1.0377923E7	385.1457590675041
1.0801324E7	381.6828961834459
1.11856915E7	730.3373957104792
1.1915393E7	549.1810868428462
1.2684128E7	413.7080686977097
1.3452863E7	585.6672855014785
1.4221598E7	439.2792103773471
1.4990333E7	607.6239530517488
1.5759068E7	464.1663644315491
1.6527803E7	416.0751495776305
1.7296538E7	420.56115422041466
1.8065273E7	450.39178475033737
1.8834008E7	440.28724607093056
1.9602743E7	431.39295622560013
2.018777E7	384.4337073674886
2.05721375E7	1381.6014473855782
2.1140213E7	584.3644318118486
2.1908948E7	1189.2266479891182
2.2677683E7	621.3979718888389
2.3446418E7	436.85014373762573
2.4215153E7	434.28384601654074
2.4983888E7	411.3896072771983
2.5752623E7	411.58304326730376
2.6521358E7	416.2179550303627
2.7290093E7	391.56265512891804
2.8058828E7	386.58904517131384
2.86485735E7	385.78116793459134
2.9032941E7	507.6618586558392
2.9596298E7	741.6621048943937
3.0365033E7	448.21799097571125
3.1133768E7	392.752612937572
3.1902503E7	408.5562280359235
3.2671238E7	494.55408948861935
3.3439973E7	387.6262496766866
3.4208708E7	394.8855062940222
3.4977443E7	397.04912285224475
3.5659712E7	386.94708105044396
3.60440795E7	1019.6463313527705
3.6514913E7	429.33859030952414
3.7283648E7	515.1294257836926
3.8052383E7	528.168226657742
3.8821118E7	492.69804107925444
3.9589853E7	403.2281516700818
4.0358588E7	416.01048919122513
4.1127323E7	387.20008085890123
4.1896058E7	385.01244830832036
4.2664793E7	386.1912123939316
4.3049519E7	123.9494382022472
4.34338865E7	959.208522088627
4.4202263E7	1329.8790345094164
4.4970998E7	1295.0479171619515
4.5739733E7	1265.1860195331483
4.6508468E7	2058.8379695963654
4.7277203E7	604.5545873674505
4.8045938E7	398.04528159803414
4.8668911E7	363.01619412515964
4.90532785E7	438.84311102618
4.9583408E7	495.05851103259124
5.0352143E7	397.60651561871566
5.1120878E7	436.6798841589457
5.1889613E7	387.1151460417805
5.2658348E7	388.7114448051948
5.3427083E7	382.6936405015459
5.38687855E7	383.94136406465174
5.4253153E7	1974.1744646162729
5.4964553E7	2551.435167798161
5.5733288E7	1184.9562476710967
5.6502023E7	627.8630523664258
5.7270758E7	547.5583094931727
5.8039493E7	438.78092076778756
5.85039505E7	382.050118586943
5.8888318E7	1272.337573060574
5.9576963E7	689.3405551309
6.0345698E7	704.2369648547545
6.1114433E7	476.2216031483016
6.1883168E7	382.3373208274227
6.2651903E7	388.4617530950954
6.3087631E7	374.49187138728325
6.34719985E7	959.8860719874805
6.4189373E7	648.4869371414421
6.4958108E7	662.3720619714728
6.5726843E7	452.0883812182837
6.6495578E7	401.3678727704849
6.7140034E7	391.0769689463786
6.75244015E7	403.35990216531184
6.8033048E7	471.0225340764117
6.8801783E7	387.30850553277844
6.9570518E7	456.817397814044
7.0339253E7	390.88227976409877
7.11040115E7	386.58546576776826
7.1488379E7	402.637417218543
7.1876723E7	504.3490370207443
7.2645458E7	408.0234194636832
7.3414193E7	393.9728835097716
7.4182928E7	387.1654174347879
7.4951663E7	394.6272425326878
7.5358208E7	386.48468185388845
7.57425755E7	1386.4227849055183
7.6489133E7	810.4418279160778
7.7257868E7	526.3520009367955
7.8026603E7	517.7823430406065
7.8795338E7	401.06636060677295
7.92080895E7	387.5284944166346
7.9592457E7	880.5760427524848
8.0332808E7	1275.0081835838064
8.1101543E7	530.7304429939365
8.1870278E7	529.5063118984517
8.26063115E7	407.4324248505643
8.2990679E7	1934.4661857529306
8.3407748E7	447.11969080386905
8.4176483E7	519.7578696143701
8.4945218E7	506.77056857657976
8.5713953E7	414.3115193112614
8.6362088E7	381.02329030832834
8.67464555E7	476.95119714722364
8.7251423E7	468.5476154752974
8.8020158E7	561.741827991114
8.8788893E7	495.5390458827104
8.9557628E7	531.4365542119473
9.0098611E7	373.5870026300161
9.04829785E7	1075.0850390955725
9.1095098E7	583.9208937753988
9.1863833E7	651.5996354002727
9.2632568E7	441.70783886550925
9.3401303E7	383.62274568689094
9.38242175E7	379.189963385742
9.4208585E7	1075.043421021136
9.4938773E7	768.0827656850192
9.5707508E7	688.6623061073748
9.6476243E7	446.3606001936108
9.71220675E7	384.27745374094934
9.7506435E7	851.3435877959236
9.8013713E7	664.700807062197
9.8782448E7	541.5146876712885
9.9551183E7	442.5088201659408
1.00269334E8	415.97209148160425
1.006537015E8	3044.2455911169172
1.01088653E8	633.5488726526681
1.01857388E8	438.41281187308886
1.02626123E8	396.5267631471667
1.033545365E8	385.0092466272548
1.03738904E8	391.4609218436874
1.04163593E8	655.780688646552
1.04932328E8	886.2153558052435
1.05701063E8	369.1817740429505
1.06347158E8	431.919755531662
1.067315255E8	1073.9001167088115
1.07238533E8	526.4253224995812
1.08007268E8	464.7279765963531
1.08776003E8	389.9865709911273
1.09309377E8	412.9372411477184
1.096937445E8	477.0230538258469
1.10313473E8	390.63003915581055
