#Position (bp)	Coverage
384368.0	22.586324286002327
1153103.0	23.60443455807268
1921838.0	24.721863841245682
2690573.0	26.684213675714
3459308.0	23.860455163352782
4228043.0	24.80577962496829
4996778.0	24.649267953195835
5765513.0	25.82187229669522
6534248.0	24.63258860335486
7302983.0	22.405568889149055
8071718.0	20.894455176361166
8840453.0	17.265077042153667
9609188.0	20.435451748652007
1.0377923E7	15.896771969534365
1.0801324E7	19.777178577375842
1.11856915E7	22.29983146750682
1.1915393E7	21.793867847827926
1.2684128E7	25.503842026185875
1.3452863E7	25.95279777816803
1.4221598E7	23.989712970009172
1.4990333E7	25.692627498422734
1.5759068E7	27.07499723571842
1.6527803E7	26.0024247627596
1.7296538E7	23.46462435039383
1.8065273E7	10.75956083695942
1.8834008E7	15.711829173902581
1.9602743E7	17.790827788509695
2.018777E7	15.802752922238918
2.05721375E7	9.804001458836849
2.1140213E7	10.83709861005418
2.1908948E7	14.681956721106753
2.2677683E7	22.532390225500336
2.3446418E7	25.829441875288623
2.4215153E7	24.278168679714074
2.4983888E7	27.621007239165642
2.5752623E7	27.310724762109178
2.6521358E7	26.351228967069275
2.7290093E7	21.73123117849454
2.8058828E7	17.776756619641358
2.86485735E7	19.894158575894206
2.9032941E7	21.957232128141595
2.9596298E7	25.517244564121576
3.0365033E7	26.987325931562893
3.1133768E7	26.557599172666784
3.1902503E7	25.19137544147203
3.2671238E7	24.208298048091994
3.3439973E7	25.78139280766454
3.4208708E7	28.210339063526444
3.4977443E7	22.736379896843516
3.5659712E7	20.076669637447278
3.60440795E7	19.37672032937802
3.6514913E7	22.335201337261864
3.7283648E7	24.684706693463937
3.8052383E7	26.288123995915367
3.8821118E7	27.464578821050168
3.9589853E7	28.87680930359617
4.0358588E7	25.391285683623096
4.1127323E7	25.783282925845707
4.1896058E7	27.281431182397053
4.2664793E7	26.918769146715057
4.3049519E7	178.38354253835425
4.34338865E7	18.124969727272017
4.4202263E7	15.101547347265312
4.4970998E7	12.685639394589813
4.5739733E7	20.721195210313045
4.6508468E7	19.4781790864212
4.7277203E7	14.466200966522925
4.8045938E7	17.272141895451618
4.8668911E7	10.512523810222312
4.90532785E7	24.100046651390624
4.9583408E7	23.40257956252805
5.0352143E7	25.823001424418038
5.1120878E7	27.351558079182034
5.1889613E7	24.47556830377178
5.2658348E7	25.692320500562612
5.3427083E7	26.88057002738265
5.38687855E7	26.744213830993285
5.4253153E7	19.642477429613265
5.4964553E7	17.73320585117108
5.5733288E7	18.69223594606724
5.6502023E7	22.37842689613456
5.7270758E7	23.023156224186486
5.8039493E7	23.597622067422453
5.85039505E7	22.26881008865027
5.8888318E7	12.155869231211641
5.9576963E7	13.181603543483776
6.0345698E7	13.703202013697828
6.1114433E7	15.166439670367552
6.1883168E7	14.540015740144524
6.2651903E7	15.179917656929891
6.3087631E7	13.080460665297261
6.34719985E7	8.813026452897386
6.4189373E7	15.58127573220941
6.4958108E7	14.847129374882112
6.5726843E7	16.02798493629144
6.6495578E7	13.6352371103176
6.7140034E7	9.914798232140214
6.75244015E7	25.066378873341435
6.8033048E7	21.74122682068593
6.8801783E7	21.26207991050232
6.9570518E7	19.679464314750856
7.0339253E7	19.31862605449212
7.11040115E7	16.633592803194606
7.1488379E7	16.619891864705142
7.1876723E7	21.332496894248344
7.2645458E7	26.074583569110292
7.3414193E7	28.062419429322198
7.4182928E7	26.113868888498637
7.4951663E7	24.794025249273158
7.5358208E7	19.78094916018487
7.57425755E7	17.379755100913886
7.6489133E7	22.010271419930145
7.7257868E7	20.5787039747117
7.8026603E7	20.89584056924688
7.8795338E7	21.14535828341366
7.92080895E7	21.218115839909807
7.9592457E7	21.883887876825753
8.0332808E7	16.32215002569156
8.1101543E7	17.493160842162773
8.1870278E7	16.86808458051214
8.26063115E7	15.646374685070493
8.2990679E7	12.42701405134321
8.3407748E7	15.057633644884127
8.4176483E7	12.64499339824517
8.4945218E7	14.310883464392802
8.5713953E7	15.843883783098207
8.6362088E7	14.26556531794099
8.67464555E7	10.92108623548922
8.7251423E7	14.646674081445491
8.8020158E7	15.52531366465687
8.8788893E7	14.512911471443346
8.9557628E7	14.074142584895965
9.0098611E7	9.554271448228304
9.04829785E7	20.452443886332503
9.1095098E7	21.77891861304611
9.1863833E7	22.36832978854872
9.2632568E7	21.71889012468536
9.3401303E7	19.124820646906933
9.38242175E7	14.358730899940333
9.4208585E7	15.250799186283057
9.4938773E7	18.174416411377134
9.5707508E7	16.13013327089309
9.6476243E7	16.51759448964858
9.71220675E7	9.718754900423397
9.7506435E7	17.271168858641044
9.8013713E7	20.13919881363539
9.8782448E7	15.4772763045783
9.9551183E7	13.813614574593325
1.00269334E8	11.10883102370249
1.006537015E8	4.383985054562707
1.01088653E8	14.81199893331252
1.01857388E8	15.317736281033126
1.02626123E8	14.696315375259354
1.033545365E8	21.69708120425757
1.03738904E8	7.578959116104311
1.04163593E8	9.659207659336442
1.04932328E8	7.267271556518176
1.05701063E8	8.241335440691525
1.06347158E8	8.121252065602583
1.067315255E8	19.992706294846705
1.07238533E8	14.607577383623745
1.08007268E8	14.373772496373913
1.08776003E8	17.325605052456307
1.09309377E8	20.469932519722295
1.096937445E8	23.88759395141931
1.10313473E8	23.55393601175958
1.11082208E8	26.84578690966328
1.11850943E8	35.84028566411052
1.12235708E8	30.82893081761006
1.126200755E8	9.644149282496029
1.13388413E8	10.44347271816686
1.14157148E8	11.683753178923816
1.147696095E8	10.47653160539076
1.15153977E8	9.613386146723533
1.15694618E8	8.659409289286945
1.16463353E8	9.71152347688085
1.17232088E8	12.04279237968871
1.17668795E8	20.528109745030044
1.180531625E8	25.245754876094786
1.18769558E8	27.464721913273106
1.19538293E8	26.567440015089726
1.2014897E8	23.153983814201347
1.205333375E8	18.288780068076274
1.21075763E8	14.877528667226027
1.21844498E8	18.08153134695311
1.225916085E8	18.38919152126988
1.22975976E8	19.797775671113783
1.23381968E8	21.510849642594653
1.24150703E8	21.139217025372854
1.24919438E8	15.658483092353022
1.253769895E8	12.707962122868386
1.25761357E8	12.99813293442615
1.26456908E8	13.254827736476159
1.27225643E8	14.807282093309137
1.277254535E8	11.703282139237546
1.28109821E8	13.017506772346886
1.28763113E8	14.20064131332644
1.29531848E8	16.968470279094877
1.300272615E8	13.6428056841309
1.30411629E8	13.30176916195762
1.31069318E8	14.336753237461544
1.31838053E8	14.332098837700899
1.322676755E8	17.90778919456414
1.32652043E8	13.24086844336319
1.33375523E8	16.11755676533526
1.34030498E8	11.709496226083903
1.344148655E8	5.182616912798875
1.34912993E8	15.309327661677951
1.35681728E8	14.390284038062532
1.361569665E8	10.89673823331976
1.36541334E8	9.74729511254819
1.37219198E8	11.875119514527112
1.37895604E8	12.765085767801164
1.382799715E8	7.692745507911924
1.38756668E8	10.813626282138838
1.39525403E8	9.945332266645853
1.400102465E8	11.219385723953978
1.40394614E8	9.359931523134719
1.41062873E8	16.152622164985335
1.417121025E8	9.729319419169228
1.4209647E8	16.91430519934229
1.42600343E8	15.183463742381965
1.43369078E8	16.499281286789337
1.437831155E8	17.720610043815302
1.44167483E8	14.602698073710696
1.44906548E8	10.208373496718636
1.45465214E8	6.172155813159608
1.458495815E8	13.698670436856462
1.46444018E8	14.152852413380424
1.47106683E8	14.093026347703447
1.474910505E8	12.876661638540586
1.47981488E8	11.332431852328826
1.48737048E8	8.637880614505951
1.491214155E8	15.5119165085389
1.49518958E8	18.33388879132601
1.50287693E8	19.253599745035675
1.50728883E8	22.048765893792073
1.511132505E8	16.41936985757682
1.51825163E8	16.9863281885175
1.52332369E8	14.031610610679877
1.527167365E8	26.159492828711155
1.53362633E8	23.78552817290744
1.5389724E8	19.417606554867394
1.542816075E8	6.498065160937607
1.54900103E8	6.932701125875627
1.55461321E8	5.964523707877557
1.558456885E8	22.433265708351605
1.56437573E8	21.364679636025418
1.57018682E8	22.584688538005455
1.574030495E8	10.833581166789251
1.57975043E8	21.393299381451346
1.585640605E8	25.070901539213292
1.58948428E8	17.3960131873635
1.59512513E8	22.109335466708295
1.6009777E8	24.56275713763039
1.604821375E8	5.629770326687669
1.61049983E8	9.331159632383072
1.616289075E8	16.775759803039726
1.62013275E8	21.864917904963107
1.62587453E8	12.948805505148067
1.631586895E8	9.343021046829596
1.63543057E8	18.65573662584779
1.64124923E8	17.314880940766322
1.64685819E8	12.140300291454354
1.650701865E8	15.459011542588254
1.65662393E8	15.390576726700358
1.66204869E8	18.395857907702624
1.665892365E8	6.074496484117759
1.67199863E8	13.987669352897942
1.67707403E8	4.0379102478231745
1.680917705E8	20.72578724707594
1.68737333E8	15.799159658399839
1.69197014E8	10.076394006386638
1.695813815E8	13.452485649757
1.70274803E8	11.446300740827464
1.706842435E8	9.088980177880588
1.71068611E8	8.748210729638222
1.717757825E8	7.11546609864981
1.7216015E8	14.811978460147161
1.72581008E8	19.102576310432074
1.732448375E8	20.842558201115
1.73629205E8	10.580303225283707
1.74118478E8	10.15135905090831
1.7470787E8	5.703711019902499
1.750922375E8	11.926074616795749
1.75655948E8	14.419444932258841
1.761671155E8	13.571068611987382
1.76551483E8	14.827427761654711
1.77193418E8	17.065488107085017
1.775981795E8	50.9298077866039
1.77982547E8	25.831938314190456
1.786433205E8	26.814991576819406
1.79027688E8	11.710783110172153
1.79499623E8	8.094409647017503
1.80059845E8	17.9196238936166
1.804442125E8	17.268748231525134
1.81037093E8	16.469910957612182
1.814629515E8	6.735291991034201
1.81847319E8	6.6270741797702675
1.824697645E8	7.017450074936778
1.82854132E8	14.980448193437883
1.83343298E8	13.149198358341952
1.83845386E8	17.836001376140945
1.842297535E8	4.552809519702078
1.848263935E8	15.468514483640561
1.85210761E8	11.150300232645817
1.85649503E8	18.794561194689976
1.861815255E8	21.700267515492193
1.86565893E8	9.697878227807996
1.871516995E8	12.044728640423497
1.87536067E8	14.021545919741449
