#Insert size (bp)	insert size
356.0	34805.0
357.0	34854.0
358.0	34843.0
359.0	34484.0
360.0	34635.0
361.0	34751.0
362.0	34139.0
363.0	34374.0
364.0	34429.0
365.0	34594.0
366.0	34224.0
367.0	33814.0
368.0	34044.0
369.0	33922.0
370.0	33666.0
371.0	34422.0
372.0	33860.0
373.0	34242.0
374.0	34536.0
375.0	34356.0
376.0	34310.0
377.0	34101.0
378.0	33939.0
379.0	34411.0
380.0	34138.0
381.0	34666.0
382.0	34459.0
383.0	34746.0
384.0	34759.0
385.0	34980.0
386.0	34871.0
387.0	34648.0
388.0	35182.0
389.0	35788.0
390.0	35171.0
391.0	35439.0
392.0	35479.0
393.0	35800.0
394.0	36002.0
395.0	36009.0
396.0	36457.0
397.0	36400.0
398.0	37143.0
399.0	37092.0
400.0	37514.0
401.0	37374.0
402.0	38034.0
403.0	37558.0
404.0	38276.0
405.0	38674.0
406.0	39061.0
407.0	39101.0
408.0	39564.0
409.0	39820.0
410.0	40135.0
411.0	40734.0
412.0	40933.0
413.0	41830.0
414.0	41742.0
415.0	42438.0
416.0	42806.0
417.0	42830.0
418.0	43344.0
419.0	43837.0
420.0	44110.0
421.0	44263.0
422.0	45153.0
423.0	45562.0
424.0	45889.0
425.0	46453.0
426.0	46553.0
427.0	46682.0
428.0	47599.0
429.0	47970.0
430.0	48636.0
431.0	48808.0
432.0	48703.0
433.0	48968.0
434.0	49542.0
435.0	49889.0
436.0	50226.0
437.0	51072.0
438.0	51346.0
439.0	51500.0
440.0	51810.0
441.0	51475.0
442.0	52341.0
443.0	52290.0
444.0	52390.0
445.0	52930.0
446.0	53069.0
447.0	53690.0
448.0	53765.0
449.0	54513.0
450.0	55156.0
451.0	54699.0
452.0	55197.0
453.0	54855.0
454.0	54874.0
455.0	55765.0
456.0	55517.0
457.0	56061.0
458.0	56718.0
459.0	56538.0
460.0	56446.0
461.0	57823.0
462.0	57391.0
463.0	57208.0
464.0	58076.0
465.0	58414.0
466.0	59040.0
467.0	58676.0
468.0	59044.0
469.0	59560.0
470.0	60285.0
471.0	60620.0
472.0	60054.0
473.0	60852.0
474.0	61293.0
475.0	61512.0
476.0	62551.0
477.0	62411.0
478.0	62497.0
