#Position (bp)	mapping quality
384368.0	53.67661897039101
1153103.0	58.2646854938339
1921838.0	58.88772023092638
2690573.0	59.02174684993379
3459308.0	59.74958982759139
4228043.0	58.953839232054804
4996778.0	59.13219441880353
5765513.0	59.820789127376806
6534248.0	58.5173330934486
7302983.0	57.45516095390212
8071718.0	58.88593124510728
8840453.0	52.990786906580816
9609188.0	56.490520888208096
1.0377923E7	54.37010368186868
1.0801324E7	48.12113240108151
1.11856915E7	56.50142989619669
1.1915393E7	58.823016645289094
1.2684128E7	59.460649690293074
1.3452863E7	59.38344600559284
1.4221598E7	59.11708749465942
1.4990333E7	59.2941151376149
1.5759068E7	58.68047094174365
1.6527803E7	57.8819957708775
1.7296538E7	57.56125640254354
1.8065273E7	50.6893472958337
1.8834008E7	52.65154562438293
1.9602743E7	54.55622570437982
2.018777E7	47.80963213387812
2.05721375E7	45.93403699670211
2.1140213E7	47.755398493856106
2.1908948E7	53.78269608652365
2.2677683E7	58.28639305512589
2.3446418E7	58.07830063734917
2.4215153E7	59.50205891798376
2.4983888E7	58.31173076866853
2.5752623E7	57.882778604929086
2.6521358E7	59.188197492058876
2.7290093E7	55.16140765930136
2.8058828E7	53.80542510761494
2.86485735E7	57.33450058159579
2.9032941E7	56.317727715870134
2.9596298E7	58.38334918454077
3.0365033E7	58.41939745896605
3.1133768E7	59.526987419321486
3.1902503E7	59.83666960077613
3.2671238E7	58.65496933627087
3.3439973E7	58.31419869540644
3.4208708E7	57.78187122521722
3.4977443E7	58.414243151117844
3.5659712E7	56.117776304891485
3.60440795E7	53.503214740365316
3.6514913E7	57.52690634256416
3.7283648E7	57.208350409309425
3.8052383E7	58.918014642579976
3.8821118E7	57.76459659394445
3.9589853E7	51.450317271825924
4.0358588E7	59.302759268049535
4.1127323E7	57.52609285356019
4.1896058E7	59.339533417490415
4.2664793E7	58.723174250912486
4.3049519E7	26.526827051219833
4.34338865E7	50.25182722838515
4.4202263E7	45.07861134642601
