#Position (bp)	mapping quality
384368.0	53.81358653168575
1153103.0	58.40154893837879
1921838.0	58.8219984977729
2690573.0	59.052141319383054
3459308.0	59.753577226872885
4228043.0	59.03448484322857
4996778.0	59.17954175774823
5765513.0	59.81814487909146
6534248.0	58.29762910655775
7302983.0	57.535944183611456
8071718.0	58.8659139551183
8840453.0	53.0478278533962
9609188.0	56.31282898553731
1.0377923E7	54.19893121519701
1.0801324E7	46.310367605817255
1.11856915E7	56.6820077282855
1.1915393E7	58.773899099356356
1.2684128E7	59.50100593434988
1.3452863E7	59.37897990763991
1.4221598E7	59.190268155583375
1.4990333E7	59.28438475092198
1.5759068E7	58.692318933245005
1.6527803E7	57.95643612365145
1.7296538E7	57.646165044817096
1.8065273E7	50.599376014359756
1.8834008E7	52.9844164351553
1.9602743E7	54.58719747963916
2.018777E7	47.55635080255612
2.05721375E7	44.259673241502384
2.1140213E7	47.05177525623403
2.1908948E7	53.634601400395546
2.2677683E7	58.268837158882675
2.3446418E7	58.10396280047085
2.4215153E7	59.45249165473242
2.4983888E7	58.3781730059883
2.5752623E7	57.930650133810786
2.6521358E7	59.1943277904918
2.7290093E7	54.89589463165216
2.8058828E7	53.95320339093658
2.86485735E7	57.03459509659733
2.9032941E7	56.45713185910895
2.9596298E7	58.313986914598495
3.0365033E7	58.50418211998672
3.1133768E7	59.541781231010575
3.1902503E7	59.83953996513077
3.2671238E7	58.751012635383674
3.3439973E7	58.32583236258085
3.4208708E7	57.77671379388278
3.4977443E7	58.49198576231262
3.5659712E7	56.77450149809113
3.60440795E7	53.563059808089804
3.6514913E7	57.65230363171153
3.7283648E7	57.32948575560406
3.8052383E7	58.925170702651734
3.8821118E7	57.86446406699513
3.9589853E7	51.19583563632764
4.0358588E7	59.36480267177265
4.1127323E7	57.468790234937956
4.1896058E7	59.363201987265214
4.2664793E7	58.759918098912316
4.3049519E7	24.78245041263425
4.34338865E7	50.48313496171043
4.4202263E7	45.97770943306823
4.4970998E7	37.524868257445675
4.5739733E7	30.647549885026617
4.6508468E7	38.10971804471721
4.7277203E7	42.0090589616606
4.8045938E7	39.45551713995782
4.8668911E7	33.23592900487448
4.90532785E7	47.86322207279976
4.9583408E7	59.084638789141465
5.0352143E7	59.379812457625995
5.1120878E7	59.42281636038334
5.1889613E7	59.30144449412424
5.2658348E7	59.56434572461917
5.3427083E7	58.958313474646886
5.38687855E7	59.80550666291137
5.4253153E7	52.02545086357492
5.4964553E7	49.30784164065009
5.5733288E7	48.75457347191327
5.6502023E7	55.41322412841787
5.7270758E7	54.894513864682246
5.8039493E7	56.32781208116893
5.85039505E7	55.973554750407544
5.8888318E7	45.751230316887614
5.9576963E7	46.77911458486568
6.0345698E7	48.66025105725517
6.1114433E7	44.70548605698991
6.1883168E7	49.45225895234059
6.2651903E7	45.31319284077896
6.3087631E7	41.71396857621573
6.34719985E7	31.115052830415102
6.4189373E7	47.05694788418007
6.4958108E7	49.14722183804828
6.5726843E7	52.293651649778035
6.6495578E7	52.05021110070864
6.7140034E7	47.05993998511708
6.75244015E7	53.014210637405725
6.8033048E7	55.96613637300996
6.8801783E7	57.93543101949274
6.9570518E7	57.629679235311436
7.0339253E7	57.54159629834549
7.11040115E7	56.42596728306436
7.1488379E7	3.2350484667438884
7.1876723E7	56.66481450039396
7.2645458E7	58.86642091762101
7.3414193E7	59.02244860974396
7.4182928E7	59.607751869637724
7.4951663E7	59.37211388173741
7.5358208E7	55.62302670604714
7.57425755E7	43.5279521142809
7.6489133E7	50.89828836063639
7.7257868E7	50.66533274060526
7.8026603E7	50.69561385066447
7.8795338E7	52.72293717435617
7.92080895E7	42.69430282859499
7.9592457E7	48.85037777926986
