#Position (bp)	mapping quality
384368.0	53.325920747559785
1153103.0	58.15452120048849
1921838.0	58.89346005912588
2690573.0	58.96338641770089
3459308.0	59.757508382620564
4228043.0	58.929313580517544
4996778.0	59.10752331682476
5765513.0	59.78186073598971
6534248.0	58.14491892059261
7302983.0	57.41424502203119
8071718.0	58.742904612270564
8840453.0	52.905948616812864
9609188.0	56.19608007872639
1.0377923E7	54.0910680652844
1.0801324E7	44.727024569717344
1.11856915E7	56.55672825227241
1.1915393E7	58.62958399366817
1.2684128E7	59.504301491775514
1.3452863E7	59.343312375215106
1.4221598E7	59.10473048335127
1.4990333E7	59.301482268250645
1.5759068E7	58.59298057166038
1.6527803E7	57.822051760042996
1.7296538E7	57.63932004580804
1.8065273E7	50.81115450881235
1.8834008E7	52.02464326219063
1.9602743E7	54.38547072680426
2.018777E7	47.782785648054336
2.05721375E7	44.06685553063374
2.1140213E7	47.07565433523129
2.1908948E7	53.39683889453235
2.2677683E7	58.24481134002723
2.3446418E7	58.103239915587025
2.4215153E7	59.43038607189759
2.4983888E7	58.2661520685282
2.5752623E7	57.86552686907711
2.6521358E7	59.23140803150119
2.7290093E7	55.25960430226446
2.8058828E7	54.12445149393975
2.86485735E7	57.41783255966361
2.9032941E7	56.59204926540876
2.9596298E7	58.277154536126915
3.0365033E7	58.41791595796126
3.1133768E7	59.502279627894424
3.1902503E7	59.83761309107242
3.2671238E7	58.719456289533895
3.3439973E7	58.25420441576556
3.4208708E7	57.66911062822357
3.4977443E7	58.43875407819737
3.5659712E7	56.934655282522954
3.60440795E7	52.36768115853325
3.6514913E7	57.430812381288135
3.7283648E7	57.17757418454254
3.8052383E7	58.84378198112828
3.8821118E7	57.755183336539574
3.9589853E7	51.49308494539722
4.0358588E7	59.32383590012736
4.1127323E7	57.519399003731806
4.1896058E7	59.28347528528442
4.2664793E7	58.68679236659015
4.3049519E7	24.83037488235909
4.34338865E7	51.24489328342725
4.4202263E7	46.72287182421769
4.4970998E7	37.18439563991238
4.5739733E7	35.47684274380638
4.6508468E7	36.33646392868682
4.7277203E7	41.11983224620933
4.8045938E7	38.879423879789144
4.8668911E7	33.287556198750785
4.90532785E7	48.38870598900176
4.9583408E7	59.108160357771766
5.0352143E7	59.357366525749725
5.1120878E7	59.43920907290961
5.1889613E7	59.381591870327135
5.2658348E7	59.53461712618978
5.3427083E7	58.80211686960429
5.38687855E7	59.81311308653425
5.4253153E7	52.46086597508832
5.4964553E7	49.44089189138616
5.5733288E7	47.65077668104191
5.6502023E7	55.17212790298941
5.7270758E7	54.53898026010604
5.8039493E7	55.68452251367116
5.85039505E7	56.12033807792432
5.8888318E7	46.62261427241752
5.9576963E7	47.07689835072088
6.0345698E7	49.24105924925979
6.1114433E7	45.481854138508396
6.1883168E7	49.15545200830416
6.2651903E7	44.05027401366922
6.3087631E7	43.955564763988434
6.34719985E7	29.53199391320546
6.4189373E7	47.61644672011518
6.4958108E7	48.78921675444892
6.5726843E7	51.88959216751162
6.6495578E7	51.942036988442695
6.7140034E7	47.12520601671103
6.75244015E7	52.13448316446517
6.8033048E7	54.71768324331919
6.8801783E7	58.08010647637342
6.9570518E7	57.77857114219444
7.0339253E7	57.27240809357438
7.11040115E7	56.24389522553663
7.1488379E7	2.928177196015119
7.1876723E7	56.472986614831065
7.2645458E7	58.84627735505416
7.3414193E7	58.958837479725084
7.4182928E7	59.59093450250788
7.4951663E7	59.4115219833577
7.5358208E7	55.55317510524208
7.57425755E7	43.2263974650554
7.6489133E7	50.4179928187188
7.7257868E7	50.59356419002919
7.8026603E7	51.979388727918824
7.8795338E7	53.06720919333114
7.92080895E7	43.006687318954945
7.9592457E7	47.824831200341386
8.0332808E7	38.67870424267297
8.1101543E7	47.689090245792286
8.1870278E7	48.115321195518646
8.26063115E7	33.49067943341814
8.2990679E7	49.45540014317119
8.3407748E7	47.12561106716012
8.4176483E7	45.85417583199351
8.4945218E7	47.13831728737193
8.5713953E7	47.15816483943743
8.6362088E7	47.168516114674894
8.67464555E7	30.891544488769515
8.7251423E7	47.38909327579688
8.8020158E7	49.953438197292066
8.8788893E7	43.520850536435624
8.9557628E7	39.56522596072165
9.0098611E7	29.686652347894228
9.04829785E7	51.005856417823715
9.1095098E7	55.09071025839314
9.1863833E7	53.7510739470839
9.2632568E7	52.19066737274179
9.3401303E7	50.27329505626155
9.38242175E7	17.1428835963261
9.4208585E7	25.449346437518084
9.4938773E7	45.30222008609201
9.5707508E7	42.57505760979893
9.6476243E7	48.1659160210855
9.71220675E7	36.503126208515276
9.7506435E7	38.240606543732476
9.8013713E7	45.45292362514128
9.8782448E7	47.08839371727694
9.9551183E7	39.37398457500917
1.00269334E8	42.694615703771966
1.006537015E8	24.887569203100607
1.01088653E8	49.28112779946992
1.01857388E8	53.31253503816153
1.02626123E8	53.51118794322458
1.033545365E8	54.87442994921706
1.03738904E8	29.378533363847385
1.04163593E8	33.639636310374996
1.04932328E8	32.21362076514204
1.05701063E8	41.82848172676727
1.06347158E8	36.04411840864588
1.067315255E8	46.86307954604684
1.07238533E8	51.785143430875856
1.08007268E8	46.62781415367613
1.08776003E8	45.527486123563634
1.09309377E8	54.11987643418833
1.096937445E8	55.18598953548748
1.10313473E8	56.44031025207517
1.11082208E8	59.57766430960226
1.11850943E8	47.514368008359334
1.12235708E8	0.660563911349449
1.126200755E8	43.207198564136014
1.13388413E8	40.893291707681094
1.14157148E8	45.800616059133475
1.147696095E8	44.11687197201764
1.15153977E8	41.679315768234595
1.15694618E8	43.83092271359022
1.16463353E8	45.74417208584022
1.17232088E8	50.41723392865933
1.17668795E8	46.290927009717684
1.180531625E8	57.84306173285877
1.18769558E8	59.16219402887739
1.19538293E8	58.13121992996439
1.2014897E8	58.85506745887243
1.205333375E8	49.30787550611825
1.21075763E8	48.02700167947114
1.21844498E8	53.45097610548448
1.225916085E8	38.70112721878368
1.22975976E8	42.84529854000156
1.23381968E8	55.410850851837445
1.24150703E8	53.99069145245951
1.24919438E8	49.59322055194388
1.253769895E8	48.05175256623758
1.25761357E8	43.68135527552705
1.26456908E8	46.17497384275279
1.27225643E8	48.08855687705551
1.277254535E8	42.65115300227263
1.28109821E8	40.58806971060741
1.28763113E8	51.36002711848385
1.29531848E8	50.22990030050059
1.300272615E8	38.35250539502438
1.30411629E8	44.6971691134748
1.31069318E8	36.769364747290716
1.31838053E8	47.926438826078446
1.322676755E8	46.13306486241935
1.32652043E8	49.39166952803989
1.33375523E8	50.624326176333426
1.34030498E8	48.57150156587507
1.344148655E8	33.735632133699674
1.34912993E8	47.82845035133933
1.35681728E8	47.911579727419344
1.361569665E8	45.069202747655375
1.36541334E8	29.834737227486357
1.37219198E8	39.51066288659803
1.37895604E8	41.697097646614274
1.382799715E8	36.12674559592789
1.38756668E8	44.45838394067923
1.39525403E8	41.91393441683704
1.400102465E8	43.02062901443899
1.40394614E8	43.518100681350305
1.41062873E8	52.82228295001143
1.417121025E8	49.04875674159546
1.4209647E8	41.57364272001085
1.42600343E8	44.76156350902562
1.43369078E8	46.193948276254496
1.437831155E8	8.526479315484305
1.44167483E8	37.694552662226975
1.44906548E8	31.250513097471917
1.45465214E8	25.25954928184021
1.458495815E8	45.80283112677596
1.46444018E8	44.78591206955745
1.47106683E8	41.35283570961842
1.474910505E8	46.61333017233819
1.47981488E8	38.477566619278164
1.48737048E8	33.53660047490176
1.491214155E8	34.26783007789257
1.49518958E8	44.9316909694187
1.50287693E8	49.227262830249096
1.50728883E8	51.86718924007155
1.511132505E8	50.020733266249486
1.51825163E8	49.83661797306422
1.52332369E8	45.507338738416784
1.527167365E8	58.31969718767523
1.53362633E8	58.964915410600305
1.5389724E8	52.65656902321035
1.542816075E8	28.95671511654871
1.54900103E8	27.83848672261673
1.55461321E8	28.628399353317963
1.558456885E8	55.014486439982264
1.56437573E8	57.17061946925808
1.57018682E8	52.8848396377599
1.574030495E8	14.87275678895235
1.57975043E8	28.39639869319538
1.585640605E8	48.23313201921331
1.58948428E8	57.279441189076664
1.59512513E8	56.22987776622029
1.6009777E8	52.15181370709475
1.604821375E8	26.88321363186633
1.61049983E8	41.71588014885974
1.616289075E8	49.257389304123464
1.62013275E8	53.39281518348648
1.62587453E8	38.348021615564015
1.631586895E8	30.625274218945986
1.63543057E8	54.66529408061948
1.64124923E8	54.80349438469431
1.64685819E8	41.26161638455468
1.650701865E8	45.00844804593448
1.65662393E8	46.60731448020227
1.66204869E8	50.02829818386578
1.665892365E8	30.050062645530947
1.67199863E8	47.388005285016604
1.67707403E8	22.396054151268693
1.680917705E8	56.125059239986726
1.68737333E8	50.615956177403284
1.69197014E8	48.844390554430184
1.695813815E8	46.59308112023164
1.70274803E8	41.95471638314496
1.706842435E8	40.39121133472018
1.71068611E8	48.449912889101604
1.717757825E8	46.29613812478104
1.7216015E8	36.98669827683817
1.72581008E8	54.66867537363399
1.732448375E8	54.51534316340958
1.73629205E8	49.35720266326158
1.74118478E8	38.513997867630785
1.7470787E8	39.830202762078535
1.750922375E8	39.42754353653926
1.75655948E8	42.93650884425265
1.761671155E8	28.26356286002464
1.76551483E8	46.48065832135924
1.77193418E8	50.00896674820159
1.775981795E8	19.35240265494468
1.77982547E8	58.48671504753205
1.786433205E8	57.51639081075868
1.79027688E8	46.22312707067383
1.79499623E8	47.217629053358316
1.80059845E8	52.05774071667912
1.804442125E8	47.82431787036757
1.81037093E8	50.84556792449311
1.814629515E8	30.746337691003294
1.81847319E8	29.86535815862739
1.824697645E8	29.499025678259965
1.82854132E8	53.76617955300591
1.83343298E8	36.58290027005971
1.83845386E8	49.92453929266028
1.842297535E8	26.237380179004738
1.848263935E8	39.9827306610785
1.85210761E8	38.92520892475818
1.85649503E8	54.37881147398373
1.861815255E8	56.75157461879086
1.86565893E8	39.1997569716325
1.871516995E8	40.66903798426066
1.87536067E8	48.37560835684595
1.87955708E8	46.58005825610871
1.88487033E8	40.03215370657007
1.888714005E8	37.05333789663711
1.89437117E8	48.76914073260017
1.898214845E8	45.023650508493326
1.90261913E8	46.78982405826667
1.907655555E8	49.54420466853364
1.91149923E8	45.547863753386416
1.917006725E8	47.25803524348338
1.9208504E8	45.297607429670784
1.92568118E8	46.44790659131251
1.93014003E8	54.382368441745456
1.933983705E8	31.70506201812344
1.939421735E8	33.33412814374981
1.94326541E8	41.133766553743534
1.948700135E8	38.36430065144234
1.95254381E8	39.366879599115165
1.95643058E8	49.01805835849253
1.96173218E8	40.76072883010605
1.965575855E8	38.39874033605719
1.970859405E8	40.68840369241539
1.97470308E8	28.02586078116681
1.97949263E8	37.37763188186821
1.98379719E8	22.392362559733634
1.987640865E8	32.627069888095626
1.99284827E8	31.470314109719155
1.996691945E8	30.937082974865497
2.001689555E8	31.63741584335283
2.00553323E8	38.74167838301366
2.01024203E8	40.534286055713864
2.0143258E8	32.88509900952641
2.018169475E8	32.65236951262974
2.023091665E8	37.79456261114406
2.02693534E8	40.12333761637999
2.03168465E8	47.191736771070545
2.035528325E8	27.119390758840566
2.04022535E8	38.115992962558025
2.044069025E8	34.482158352557725
2.048603755E8	37.05860395945462
2.05244743E8	3.014766201804758
2.05636613E8	48.13454990623008
2.060816995E8	34.2667495677188
2.06466067E8	51.46657876672031
2.069158215E8	33.12293813315734
2.07300189E8	47.931908855645986
2.07743072E8	40.580214582883634
2.081274395E8	39.826297007968805
2.08563085E8	37.69490534384924
2.089474525E8	29.506297197670715
2.09377998E8	50.273056802799374
2.097623655E8	34.367281344411275
2.101865875E8	24.022698134229476
2.10570955E8	32.90749568605622
2.10991954E8	47.803752374367434
2.113763215E8	22.21483323377832
2.117807295E8	43.364064115361664
2.12165097E8	36.712936468782544
2.12555228E8	39.542507849198664
2.12951007E8	40.907288993424714
2.133353745E8	29.79646033474572
2.137362725E8	36.80056641816783
2.1412064E8	33.09566441948574
2.145168735E8	27.72938093861604
2.14901241E8	57.66392202808785
2.15295174E8	58.92694602863451
2.156795415E8	43.36115168537481
2.160708055E8	7.55989610958699
2.16455173E8	43.04047363477296
2.16845987E8	19.051329007294573
2.172303545E8	56.133769081256766
2.176193275E8	57.54281896965317
2.18003695E8	40.10113197460742
2.183870575E8	33.195332297097636
2.18771425E8	40.31264248520036
2.191437085E8	39.24245391117355
2.19528076E8	47.50250328195121
2.19895419E8	29.460853760900424
2.202797865E8	44.306679568961876
2.20645687E8	40.052960766401306
2.21025053E8	47.70365732847836
2.21390679E8	51.3201844755541
2.217493495E8	34.043781678563434
2.22133717E8	31.764265539678224
2.22491112E8	28.840791229287895
2.228754795E8	34.94393686490121
2.232300165E8	37.40697132059746
2.23614384E8	22.601831502941863
2.239617555E8	29.982847984734704
2.24346123E8	54.58115173970619
2.2468963E8	40.59822531200816
2.250739975E8	31.01985180973804
2.254154375E8	33.33117820378292
2.25799805E8	32.53358856117586
2.261404185E8	35.6535652024859
2.26524786E8	57.26907971901916
2.2685767E8	57.70880076739314
2.272420375E8	34.804635088635386
2.275674865E8	11.229119827107562
2.27901798E8	47.61317698926503
2.282642395E8	40.32448847553579
2.28575658E8	46.48330153884487
2.289600255E8	45.49403926104558
2.29270193E8	45.80708007627515
2.296545605E8	37.08639806438769
2.299644725E8	42.045489779743605
2.3034884E8	28.245238214308184
2.30655893E8	27.60935874176939
2.309973965E8	38.453983181226896
2.313463715E8	32.637004421251
2.31650276E8	35.94694739668508
2.320346435E8	25.764253992435673
2.32330417E8	50.81086638402136
2.327147845E8	34.21452451024535
2.33008396E8	33.26181318634378
2.333832675E8	42.9858293091228
2.336859445E8	10.816954999746335
2.33975938E8	48.6609196686187
2.343603055E8	47.38136984187825
2.346438945E8	53.54801253462417
2.35028262E8	39.192810576066
2.353116695E8	27.84703391584167
2.35668032E8	44.21856498975054
2.359736405E8	47.786432322753136
2.36248209E8	44.00569349287013
2.366325765E8	46.50024209783324
2.36905892E8	43.99018799894631
2.372902595E8	41.823451636637266
2.375596255E8	38.52722917658447
2.378457775E8	26.92847044328688
2.38209635E8	39.334008990544106
2.384723095E8	40.40863655007547
2.38856677E8	31.915143777284047
2.391161115E8	31.975915882699837
2.394117615E8	44.57338045690449
2.39756603E8	58.768574396744455
2.40012063E8	56.98069020597122
2.403964305E8	26.14268076266281
2.40651522E8	19.643953460572977
2.40935513E8	35.12282286375475
2.41282414E8	23.356430310601592
2.415260005E8	25.300997831356984
2.41910368E8	56.267023237737796
2.42153892E8	31.277019378038222
2.423992835E8	35.02198557650703
2.427812845E8	49.68495420783288
2.430194555E8	37.92430034187029
2.43354977E8	47.89033174576592
2.436401495E8	26.565030846325037
2.43875304E8	47.311064768996985
2.442596715E8	49.338615922345085
2.44494215E8	41.887764682323166
2.447631205E8	47.97710683923398
2.451110035E8	26.096523897729803
2.45340206E8	25.035406092321995
2.45672164E8	53.490224453487144
2.45942791E8	27.166845148854144
2.46158155E8	35.293648480712406
2.46536439E8	52.16073391449434
2.46757852E8	31.06816193814209
2.469695205E8	29.997198299530236
2.47353888E8	40.95689307048588
2.47564574E8	45.183024952161574
2.47805319E8	21.410664600497736
2.48157783E8	49.84782170554898
2.48365893E8	47.529422052533135
2.486381075E8	39.652630648727076
2.489579875E8	32.12316650843424
2.49165224E8	31.697488280100412
2.49467076E8	38.59517946876962
2.4975636E8	45.911659271943456
2.499626485E8	42.9329715425821
2.502879155E8	34.72545249343509
2.5054851E8	26.30663848587898
2.507484705E8	35.34358639150483
2.510885645E8	45.87302158704628
2.51332072E8	37.865063106637706
2.51527848E8	18.283660869383226
2.51873065E8	33.420597956545066
2.5210593E8	52.42561084257679
2.5229909E8	47.37569557199587
2.52643082E8	23.40369360567784
2.5287344E8	53.17002980560986
2.53058026E8	56.547558197677645
2.5338655E8	32.31602495705415
2.53626707E8	39.9416930509968
2.53810996E8	31.067026396327588
2.541215335E8	29.413424491279518
2.543774555E8	23.10811471801477
2.545591305E8	32.7933433572711
2.54848343E8	46.238070031570345
2.551248655E8	37.795647054262815
2.553049575E8	45.11698768934393
2.555674465E8	26.38517256309622
2.55866877E8	43.81990920096723
2.560427725E8	37.07810668585725
2.562705875E8	41.23557058313296
2.56600938E8	25.530488492063235
2.56774153E8	39.4790496927362
2.569624935E8	32.495180921173606
2.57304699E8	54.4090881680888
2.57500726E8	33.70713141840736
2.576711905E8	25.34359550196485
2.57986484E8	40.93597647663707
2.582258865E8	58.403418932811704
2.583930965E8	47.14368477704488
2.586566015E8	45.877753901899105
2.58942833E8	35.95529050987447
2.5910475E8	32.40675128861683
2.593058495E8	46.3997250329741
2.59625725E8	42.94703023764451
2.59808993E8	35.698046165853825
2.59968316E8	32.033874622652604
2.60263454E8	38.134909163402526
2.60511936E8	46.51249242551043
2.60669987E8	43.40609498183703
2.60895678E8	46.998455909431414
