#Position (bp)	insert size
384368.0	1143.1708760105266
1153103.0	745.9923418087656
1921838.0	646.607116558186
2690573.0	824.6548700208498
3459308.0	611.598872914448
4228043.0	421.13166870184006
4996778.0	605.2072544576555
5765513.0	400.4227080721535
6534248.0	427.40041776792566
7302983.0	362.86649435190503
8071718.0	357.35812851704736
8840453.0	409.27793788024337
9609188.0	409.47167144969126
1.0377923E7	355.57254935524367
1.0801324E7	353.0449494443888
1.11856915E7	885.425843529848
1.1915393E7	791.5955819379227
1.2684128E7	506.2239783544784
1.3452863E7	660.3225210298241
1.4221598E7	425.9391945704491
1.4990333E7	477.7563725410962
1.5759068E7	367.0177652332724
1.6527803E7	375.73458687829174
1.7296538E7	364.14694859366836
1.8065273E7	539.319708313498
1.8834008E7	444.078948092317
1.9602743E7	444.31823593610477
2.018777E7	355.68838038128644
2.05721375E7	1262.6703020134228
2.1140213E7	910.3377331358788
2.1908948E7	1035.321963342653
2.2677683E7	461.6855250744903
2.3446418E7	420.81021891971875
2.4215153E7	372.06436203433316
2.4983888E7	362.23748422846774
2.5752623E7	363.74346585991765
2.6521358E7	357.13463262000977
2.7290093E7	385.95551039298147
2.8058828E7	357.117701823747
2.86485735E7	355.475591252099
2.9032941E7	466.05578951672254
2.9596298E7	443.7642558719518
3.0365033E7	524.7276907382877
3.1133768E7	456.7350146964163
3.1902503E7	377.11551116820687
3.2671238E7	405.50598960360503
3.3439973E7	393.25117234711144
3.4208708E7	362.69851845227447
3.4977443E7	361.13893068703453
3.5659712E7	356.5194092640807
3.60440795E7	363.4411993164518
3.6514913E7	458.5124916753877
3.7283648E7	502.8226895008104
3.8052383E7	460.28334574375384
3.8821118E7	435.39926068540626
3.9589853E7	407.3851591610774
4.0358588E7	377.1437344111425
4.1127323E7	377.57896478259465
4.1896058E7	364.4220534584171
4.2664793E7	358.7543541420073
4.3049519E7	131.02215189873417
4.34338865E7	1154.0428783895043
4.4202263E7	908.535739348371
4.4970998E7	1018.4388984859262
4.5739733E7	1167.7876077930373
4.6508468E7	2410.773568732176
4.7277203E7	673.9198646437602
4.8045938E7	431.6720958870372
4.8668911E7	322.6075201863978
4.90532785E7	371.8448130516711
4.9583408E7	401.8216608817467
5.0352143E7	395.38398207830227
5.1120878E7	367.49842158782195
5.1889613E7	364.3449695330686
5.2658348E7	361.8383030925025
5.3427083E7	356.7520850107099
5.38687855E7	356.84149123716685
5.4253153E7	2229.8357411753204
5.4964553E7	3627.1438636176204
5.5733288E7	1602.3023799729683
5.6502023E7	691.4155703862386
5.7270758E7	532.6192192247833
5.8039493E7	380.6024188623089
5.85039505E7	353.6998679577465
5.8888318E7	650.8845218428781
5.9576963E7	891.5337470378641
6.0345698E7	806.5242163586346
6.1114433E7	436.4882426137451
6.1883168E7	378.27278584526937
6.2651903E7	378.23004337909754
6.3087631E7	342.7329352693717
6.34719985E7	1341.9907607147218
6.4189373E7	568.8579329310213
6.4958108E7	692.9267160950478
6.5726843E7	481.63924337044074
6.6495578E7	373.71313981341405
6.7140034E7	358.327791709235
6.75244015E7	408.6783079818894
6.8033048E7	419.98137989646915
6.8801783E7	356.1818368964417
6.9570518E7	381.5864379801149
7.0339253E7	361.03593065523347
7.11040115E7	352.482773006488
7.1488379E7	365.2620904836193
7.1876723E7	459.5741632665583
7.2645458E7	368.90212412161134
7.3414193E7	404.3326481126271
7.4182928E7	370.57267496698734
7.4951663E7	357.9201344255409
7.5358208E7	350.9146246596655
7.57425755E7	1035.8492831479505
7.6489133E7	697.2424821832087
7.7257868E7	444.6697121545177
7.8026603E7	449.24880787344284
7.8795338E7	382.87970986990535
7.92080895E7	364.6917616691762
7.9592457E7	1214.6478015525788
8.0332808E7	1325.7782369146005
8.1101543E7	449.06304326216855
8.1870278E7	425.3887134108116
8.26063115E7	393.7293085385018
8.2990679E7	443.5723465016659
8.3407748E7	656.141127106502
8.4176483E7	630.2595099366331
8.4945218E7	424.32674810660615
8.5713953E7	373.3198661209987
8.6362088E7	341.1114833243017
8.67464555E7	628.9302928219746
8.7251423E7	466.5678579123957
8.8020158E7	537.5437696534638
8.8788893E7	581.2491069392719
8.9557628E7	457.3660485933504
9.0098611E7	339.9637789661319
9.04829785E7	1045.5618266365393
9.1095098E7	539.2508193909829
9.1863833E7	535.2861848644044
9.2632568E7	468.2851897903837
9.3401303E7	357.96792274367385
9.38242175E7	358.1056789558049
9.4208585E7	661.4301147460938
9.4938773E7	710.4204930978007
9.5707508E7	696.8235344227847
9.6476243E7	367.1453145376638
9.71220675E7	354.8445527464717
9.7506435E7	1654.9352296093214
9.8013713E7	797.9413014540241
9.8782448E7	523.3893681510841
9.9551183E7	463.16435943134246
1.00269334E8	368.38025894051435
1.006537015E8	956.3109048723898
1.01088653E8	589.4282679653904
1.01857388E8	448.1472704497786
1.02626123E8	382.1308716402914
1.033545365E8	356.7976985417081
1.03738904E8	768.9652173913043
1.04163593E8	563.7542253715294
1.04932328E8	696.6430196157917
1.05701063E8	458.936908238209
1.06347158E8	415.31055061366965
1.067315255E8	828.6286337807791
1.07238533E8	712.1173777784942
1.08007268E8	366.5221161566598
1.08776003E8	352.0682839659934
1.09309377E8	356.955117049346
1.096937445E8	387.10151932661756
1.10313473E8	362.9059698800613
1.11082208E8	355.00067637958114
1.11850943E8	359.61055572532416
1.12235708E8	82.9090909090909
1.126200755E8	456.55416285722714
1.13388413E8	525.0168658316554
1.14157148E8	395.7659809353969
1.147696095E8	347.76518201284796
1.15153977E8	356.81210600046694
1.15694618E8	418.8689686713926
1.16463353E8	356.489050549341
1.17232088E8	366.89491133082237
1.17668795E8	361.2050723510191
1.180531625E8	374.24877688019114
1.18769558E8	378.7302843317026
1.19538293E8	361.44304704290374
1.2014897E8	359.1639144021955
1.205333375E8	1411.9888412757757
1.21075763E8	638.9950179994858
1.21844498E8	412.45316349062506
1.225916085E8	351.8052879723221
1.22975976E8	361.7170004086637
1.23381968E8	426.24153245280644
1.24150703E8	373.626120615099
1.24919438E8	363.56271335288034
1.253769895E8	346.6811491219166
1.25761357E8	839.5180595249827
1.26456908E8	382.34034500465964
1.27225643E8	351.23597187647175
1.277254535E8	359.74077976817705
1.28109821E8	477.76465774398775
1.28763113E8	603.4918995230962
1.29531848E8	354.03399658732684
1.300272615E8	354.0582318687136
1.30411629E8	428.0254033642293
1.31069318E8	463.288117457199
1.31838053E8	382.7100972735991
1.322676755E8	346.84722222222223
1.32652043E8	376.62924600467244
1.33375523E8	357.6818926755473
1.34030498E8	345.64644957168014
1.344148655E8	326.6413324708926
1.34912993E8	408.97731614908844
1.35681728E8	375.04737975592246
1.361569665E8	339.4235212797472
1.36541334E8	605.4409618522737
1.37219198E8	382.20724317532375
1.37895604E8	345.5177008704581
1.382799715E8	404.75631691648823
1.38756668E8	533.1558177838948
1.39525403E8	373.2922737654564
1.400102465E8	334.0342741935484
1.40394614E8	484.87723703756103
1.41062873E8	380.04699837986954
1.417121025E8	362.18034319289575
1.4209647E8	380.7321474606857
1.42600343E8	403.447864093683
1.43369078E8	357.20145976994945
1.437831155E8	354.6297882464906
1.44167483E8	593.6760878185947
1.44906548E8	357.1651742462053
1.45465214E8	324.7489082969432
1.458495815E8	493.9065060880528
1.46444018E8	441.5565477700543
1.47106683E8	342.01005449894336
1.474910505E8	364.9865806787831
1.47981488E8	391.24620548013826
1.48737048E8	355.68716865308727
1.491214155E8	338.7944732297064
1.49518958E8	401.08627211568387
1.50287693E8	395.933512674379
1.50728883E8	349.8769956002514
1.511132505E8	476.1796238192473
1.51825163E8	355.16543232982195
1.52332369E8	359.2976007564118
1.527167365E8	357.222802152993
1.53362633E8	355.0719861386492
1.5389724E8	358.08246836342954
1.542816075E8	388.42709003790316
1.54900103E8	329.3228386266489
1.55461321E8	302.99867197875164
1.558456885E8	389.52869431249195
1.56437573E8	363.98865073036
1.57018682E8	354.0564369001348
1.574030495E8	351.2262614605373
1.57975043E8	397.00043343988733
